key,worker_id,agreement
"(1244, 3)",AFC23NDG41MI5,3
"(1244, 3)",AGPWUZJY43E0J,0
"(1025, 2)",A14NJ0E25UM25Q,-3
"(1025, 2)",ADN76VWLV3O5S,-2
"(1025, 2)",A3P7PPQA3EU1H3,-1
"(1025, 2)",A14NJ0E25UM25Q,0
"(1025, 2)",A1B2KIB7DPC2PR,2
"(1025, 2)",A3F0OII70LQX09,-3
"(56, 5)",A2HUVJPLKGUKFQ,4
"(56, 5)",A6Y7BLDK90Q19,0
"(56, 5)",A2Q6CAUHBYCAEU,5
"(56, 5)",AMID7O126S33V,1
"(56, 5)",AP1HCIYDB0OTX,-1
"(38, 4)",AR7TQDJ59O2KZ,0
"(38, 4)",A2P3DCVI26JR3G,3
"(38, 4)",ATY8RQ17JPXQD,0
"(38, 4)",AKQQL23FG8JMR,-4
"(38, 4)",AMID7O126S33V,-1
"(1377, 6)",A1B2KIB7DPC2PR,2
"(1377, 6)",ASX2NOUVA9CRH,-3
"(1377, 6)",A7ZOVHE48L7RS,-2
"(1377, 6)",AHOU3VA400IOT,-3
"(1377, 6)",A3K6PB2HIE23W0,-3
"(1377, 6)",AWCCY9UU171TO,1
"(760, 0)",A1RF70DSVAZVI6,-4
"(760, 0)",A32LCM1ZARQLOG,-2
"(760, 0)",AMID7O126S33V,-3
"(760, 0)",A14NJ0E25UM25Q,0
"(760, 0)",A3P7PPQA3EU1H3,-2
"(760, 0)",A1B2KIB7DPC2PR,1
"(1359, 3)",A3RXM9YYU92YDB,0
"(1359, 3)",AGPWUZJY43E0J,4
"(408, 4)",AR749S8E0VHVW,0
"(408, 4)",A3FM3KWYVBBZ15,-2
"(408, 4)",AMID7O126S33V,0
"(408, 4)",A209T4ZL3NKV8H,-5
"(408, 4)",A3P7PPQA3EU1H3,-1
"(408, 4)",A17IWKV4G3N25X,-4
"(742, 3)",A14NJ0E25UM25Q,0
"(742, 3)",A209T4ZL3NKV8H,3
"(742, 3)",A2LV5QYHH24OMY,2
"(742, 3)",A3QU3KM3IYWHIF,1
"(742, 3)",A14NJ0E25UM25Q,0
"(171, 5)",A2BV4UNGNRXV13,-5
"(171, 5)",A386SQL39RBV7G,-4
"(171, 5)",A2HUSOVMMRJNNX,-3
"(171, 5)",AMID7O126S33V,-3
"(171, 5)",AY0BJCGY2DHIX,-5
"(375, 3)",A38AZVYC5NZNVP,-5
"(375, 3)",AP1HCIYDB0OTX,-1
"(375, 3)",A37XVHGR4ZSTSM,-5
"(375, 3)",AMID7O126S33V,0
"(375, 3)",A14NJ0E25UM25Q,0
"(1171, 0)",AV8SVCVP9V5BK,1
"(1171, 0)",A31RKV21MUC3R0,-2
"(1171, 0)",AG9BUUONHFKSS,0
"(492, 3)",AFDLE79DCTIPP,0
"(492, 3)",ACPUTK2MNMYHB,0
"(492, 3)",A36TOO4WWGEEPW,0
"(492, 3)",A3R9QA29UA5FWV,-5
"(492, 3)",A6Y7BLDK90Q19,-1
"(909, 6)",A2VWJTNC4OKNI7,-1
"(909, 6)",A2Q3ZPCNE2EOAO,2
"(909, 6)",A3L6PFU6DOR8AY,4
"(909, 6)",A3C9A382KUWMS0,-2
"(909, 6)",A2UFD1I8ZO1V4G,-1
"(406, 0)",A2MWAXV1YRK5GH,-1
"(406, 0)",AC8BGOG45QWA2,5
"(406, 0)",AFC23NDG41MI5,3
"(2, 4)",A1I8952MLVA6SL,0
"(2, 4)",A5379LUINT3PC,4
"(2, 4)",AC0YIZF6G5V9G,0
"(2, 4)",AMID7O126S33V,0
"(2, 4)",ACJES3V0DVUGY,0
"(823, 4)",A3L6PFU6DOR8AY,3
"(823, 4)",AP1HCIYDB0OTX,0
"(823, 4)",AMID7O126S33V,-2
"(823, 4)",A6Y7BLDK90Q19,0
"(823, 4)",A36CP7G5OZY030,5
"(286, 1)",A3R467YDQ1C8VG,4
"(286, 1)",A2G906KI3OW2JU,0
"(286, 1)",A1MXXMOT8PM158,-1
"(286, 1)",A6QG9LM5WL0AQ,-4
"(286, 1)",A3R5CALO6EH0ZR,-4
"(15, 1)",A12AICIWGAEUPU,0
"(15, 1)",A36CP7G5OZY030,5
"(15, 1)",A2Y05BZ2GQ6ZQA,0
"(15, 1)",A3H5Z4JEVFW7N,0
"(15, 1)",A3HXLUL1K5HRWM,0
"(1357, 6)",ASX2NOUVA9CRH,0
"(1357, 6)",A2MWAXV1YRK5GH,5
"(1357, 6)",A2UVWBMB5V045G,-1
"(1357, 6)",AL9GPMK4XXJG7,2
"(1357, 6)",AWCCY9UU171TO,0
"(184, 3)",A2ETCRD97X2WU6,-1
"(184, 3)",A18JQFU6QCTI6G,0
"(184, 3)",A3C9A382KUWMS0,0
"(184, 3)",AMID7O126S33V,-1
"(184, 3)",A131WQMBSKKSIQ,-2
"(184, 3)",A3QU3KM3IYWHIF,-4
"(700, 0)",A1B2KIB7DPC2PR,1
"(700, 0)",A31RKV21MUC3R0,-3
"(700, 0)",AFC23NDG41MI5,-2
"(614, 6)",A3DSRQ5CBK6G3U,0
"(614, 6)",A2SJC9VRBGNC58,0
"(614, 6)",A1B2KIB7DPC2PR,1
"(614, 6)",A3C9A382KUWMS0,0
"(614, 6)",A3P7PPQA3EU1H3,1
"(469, 2)",AMVUYWMJYEJG7,0
"(469, 2)",AUPP0DR91NYAN,5
"(469, 2)",A3OZ3M6SRO2QNO,0
"(469, 2)",A3DSRQ5CBK6G3U,3
"(469, 2)",A3R5CALO6EH0ZR,2
"(469, 2)",A17IWKV4G3N25X,0
"(596, 6)",A2VWJTNC4OKNI7,1
"(596, 6)",A2O9ZPGNNBSH00,2
"(596, 6)",A2BGRYZCDBD3OA,0
"(596, 6)",AWGLY2Q18H4V4,3
"(596, 6)",AKJ22H1NTVIQX,2
"(692, 2)",AIY8WQZDKMD5C,-5
"(692, 2)",AMID7O126S33V,0
"(692, 2)",A3C9A382KUWMS0,-2
"(692, 2)",A1B2KIB7DPC2PR,-3
"(692, 2)",A2320O4CHU0DB0,-1
"(482, 2)",AKZBNT298EBKI,-4
"(482, 2)",A1RF70DSVAZVI6,0
"(482, 2)",A3P7PPQA3EU1H3,-1
"(482, 2)",A14NJ0E25UM25Q,0
"(482, 2)",A1B2KIB7DPC2PR,1
"(1179, 4)",A17Q2CTSOVDMOS,5
"(1179, 4)",A3R5CALO6EH0ZR,5
"(1179, 4)",A2MWAXV1YRK5GH,5
"(1179, 4)",A3QYN6MOKS45C4,5
"(1179, 4)",AFC23NDG41MI5,4
"(1179, 4)",A2VTDOJE2XP8TK,3
"(1179, 4)",A2W6ZCUCWZO92C,4
"(291, 5)",A5379LUINT3PC,4
"(291, 5)",A1WB52PLFEVPMZ,-4
"(291, 5)",A3OZ3M6SRO2QNO,-4
"(291, 5)",A2PE5UDQ5WG2R0,0
"(291, 5)",A14NJ0E25UM25Q,0
"(125, 2)",AA7LA8WQNABDT,-5
"(125, 2)",A22C0PJUBFJTI0,-2
"(125, 2)",A3C9A382KUWMS0,-5
"(125, 2)",A2MWAXV1YRK5GH,-3
"(125, 2)",A1B2KIB7DPC2PR,2
"(190, 2)",A1BG4Z8AANP95N,0
"(190, 2)",A1IMICF9ISISZN,2
"(190, 2)",A18JQFU6QCTI6G,0
"(190, 2)",AMID7O126S33V,0
"(190, 2)",A2UFD1I8ZO1V4G,0
"(810, 6)",A14NJ0E25UM25Q,1
"(810, 6)",A8CNQ1BSZYOLY,1
"(810, 6)",ADN76VWLV3O5S,-2
"(810, 6)",A2MWAXV1YRK5GH,-1
"(810, 6)",AMID7O126S33V,0
"(943, 4)",AV8SVCVP9V5BK,2
"(943, 4)",A31RKV21MUC3R0,1
"(943, 4)",AWCCY9UU171TO,1
"(187, 3)",A1BADZXRMPSPDC,0
"(187, 3)",A1YSI91VD3B3G7,-5
"(187, 3)",A1KDXCYV02U65R,-5
"(187, 3)",A87AUVH3QNOB1,0
"(187, 3)",A37XVHGR4ZSTSM,-5
"(1171, 3)",AV8SVCVP9V5BK,-2
"(1171, 3)",A31RKV21MUC3R0,-3
"(1171, 3)",AG9BUUONHFKSS,0
"(1258, 6)",A1B2KIB7DPC2PR,-2
"(1258, 6)",A6Y7BLDK90Q19,0
"(1258, 6)",ASX2NOUVA9CRH,3
"(1258, 6)",A31RKV21MUC3R0,-1
"(1258, 6)",A2VTDOJE2XP8TK,-2
"(1258, 6)",A3QU3KM3IYWHIF,2
"(422, 2)",A1BG4Z8AANP95N,-5
"(422, 2)",A9I41O3MMMUDU,-5
"(422, 2)",A1KDXCYV02U65R,0
"(422, 2)",A5379LUINT3PC,5
"(422, 2)",A18JQFU6QCTI6G,-3
"(971, 5)",ADN76VWLV3O5S,-2
"(971, 5)",A209T4ZL3NKV8H,0
"(971, 5)",AMID7O126S33V,-4
"(971, 5)",A17IWKV4G3N25X,-3
"(971, 5)",A14NJ0E25UM25Q,0
"(354, 1)",A2Y05BZ2GQ6ZQA,5
"(354, 1)",A3OZ3M6SRO2QNO,-2
"(354, 1)",A2HUSOVMMRJNNX,3
"(354, 1)",A3C9A382KUWMS0,5
"(354, 1)",A7ZOVHE48L7RS,-3
"(919, 3)",A3C9ZFG9Q43Z81,-1
"(919, 3)",A1AI8MC07M7UBZ,2
"(919, 3)",AMID7O126S33V,0
"(919, 3)",A3R5CALO6EH0ZR,-3
"(919, 3)",A7X7G33CQJ1PP,0
"(919, 3)",A14NJ0E25UM25Q,0
"(12, 3)",A3C9A382KUWMS0,5
"(12, 3)",AWGLY2Q18H4V4,4
"(12, 3)",A3R5CALO6EH0ZR,5
"(12, 3)",A36CP7G5OZY030,-5
"(12, 3)",A3P7PPQA3EU1H3,0
"(685, 6)",A3P7AOM9X9ZQ33,-4
"(685, 6)",A3L6PFU6DOR8AY,1
"(685, 6)",A3C9A382KUWMS0,-5
"(685, 6)",A36CP7G5OZY030,-5
"(685, 6)",AMID7O126S33V,-1
"(685, 6)",A14NJ0E25UM25Q,0
"(950, 5)",AM7FYVGVOEP66,2
"(950, 5)",ADN76VWLV3O5S,4
"(950, 5)",A14NJ0E25UM25Q,0
"(950, 5)",A36JZTUKQVV5S5,4
"(950, 5)",A1B2KIB7DPC2PR,-5
"(950, 5)",A2Z2CVOBYA74B0,5
"(617, 3)",A12AICIWGAEUPU,0
"(617, 3)",A3OTQF9XCTAS1A,-2
"(617, 3)",A3P7PPQA3EU1H3,-1
"(617, 3)",A3QU3KM3IYWHIF,-5
"(617, 3)",A36JZTUKQVV5S5,-5
"(617, 3)",A36CP7G5OZY030,-5
"(1163, 1)",A32LCM1ZARQLOG,-2
"(1163, 1)",A3C9A382KUWMS0,0
"(1163, 1)",A2VWJTNC4OKNI7,-3
"(1163, 1)",A24N92D5WYPBBZ,3
"(1163, 1)",A17IWKV4G3N25X,-2
"(864, 4)",A2LV5QYHH24OMY,-3
"(864, 4)",AMID7O126S33V,0
"(864, 4)",A14NJ0E25UM25Q,-2
"(864, 4)",A6Y7BLDK90Q19,0
"(864, 4)",A17IWKV4G3N25X,0
"(1294, 4)",A1B2KIB7DPC2PR,3
"(1294, 4)",A3R5CALO6EH0ZR,-3
"(1294, 4)",A2VWJTNC4OKNI7,2
"(1294, 4)",AZ8RYHKONKOCB,0
"(1294, 4)",AWCCY9UU171TO,-3
"(1294, 4)",A37XVHGR4ZSTSM,-5
"(1294, 4)",A1S291KFXPM33J,-3
"(797, 5)",AV8SVCVP9V5BK,4
"(797, 5)",ASX2NOUVA9CRH,-2
"(797, 5)",A7ZOVHE48L7RS,-1
"(797, 5)",A3E157ZN8XPUKJ,-5
"(797, 5)",AFC23NDG41MI5,-3
"(797, 5)",A37XVHGR4ZSTSM,0
"(797, 5)",A1V37SR8WKUOC5,-2
"(1380, 1)",A3L6PFU6DOR8AY,1
"(1380, 1)",A3P7AOM9X9ZQ33,-4
"(1380, 1)",AMID7O126S33V,-4
"(1380, 1)",A36JZTUKQVV5S5,-5
"(1380, 1)",A6Y7BLDK90Q19,-1
"(1380, 1)",A1B2KIB7DPC2PR,1
"(914, 5)",ADN76VWLV3O5S,5
"(914, 5)",A14NJ0E25UM25Q,0
"(914, 5)",A23BF2Z5VLQ2AV,0
"(914, 5)",A2Q3ZPCNE2EOAO,0
"(914, 5)",A28BJ8N1WW4EU3,0
"(245, 2)",A3LGC1O8SUPRPR,-3
"(245, 2)",A1PX84H2DRK14I,-1
"(245, 2)",A5379LUINT3PC,4
"(245, 2)",A3OZ3M6SRO2QNO,-4
"(245, 2)",A3DSRQ5CBK6G3U,0
"(245, 2)",A7ZOVHE48L7RS,2
"(674, 3)",A16JBVCS2AR93F,1
"(674, 3)",A3374C8G2EUNVO,3
"(674, 3)",AMID7O126S33V,0
"(674, 3)",A3R5CALO6EH0ZR,0
"(674, 3)",A14NJ0E25UM25Q,0
"(674, 3)",AKJ22H1NTVIQX,0
"(57, 3)",AHH34KPTA2LSS,1
"(57, 3)",ATY8RQ17JPXQD,0
"(57, 3)",A3OZ3M6SRO2QNO,-4
"(57, 3)",A2Q3ZPCNE2EOAO,3
"(57, 3)",A1B2KIB7DPC2PR,3
"(190, 3)",A1BG4Z8AANP95N,3
"(190, 3)",A1IMICF9ISISZN,5
"(190, 3)",A18JQFU6QCTI6G,-3
"(190, 3)",AMID7O126S33V,-1
"(190, 3)",A2UFD1I8ZO1V4G,-2
"(622, 6)",A2Z2CVOBYA74B0,-5
"(622, 6)",ADN76VWLV3O5S,-2
"(622, 6)",A6Y7BLDK90Q19,2
"(622, 6)",A14NJ0E25UM25Q,0
"(622, 6)",A1B2KIB7DPC2PR,-1
"(622, 6)",A3P7PPQA3EU1H3,-2
"(588, 1)",AHH34KPTA2LSS,4
"(588, 1)",A1BADZXRMPSPDC,5
"(588, 1)",AKJLPOY4ZNAUG,4
"(588, 1)",A2DVFEMONUTQE1,0
"(588, 1)",A2CA9X7U06CVKP,0
"(588, 1)",A3DSRQ5CBK6G3U,1
"(1242, 2)",AV8SVCVP9V5BK,-2
"(1242, 2)",A2P8XDALGST5YT,-3
"(378, 5)",ACPUTK2MNMYHB,0
"(378, 5)",AMID7O126S33V,0
"(378, 5)",A3P7PPQA3EU1H3,1
"(378, 5)",A37XVHGR4ZSTSM,-5
"(378, 5)",A2Z2CVOBYA74B0,0
"(909, 4)",A2VWJTNC4OKNI7,2
"(909, 4)",A2Q3ZPCNE2EOAO,5
"(909, 4)",A3L6PFU6DOR8AY,5
"(909, 4)",A3C9A382KUWMS0,0
"(909, 4)",A2UFD1I8ZO1V4G,5
"(184, 5)",A2ETCRD97X2WU6,0
"(184, 5)",A18JQFU6QCTI6G,5
"(184, 5)",A3C9A382KUWMS0,0
"(184, 5)",AMID7O126S33V,-1
"(184, 5)",A131WQMBSKKSIQ,4
"(184, 5)",A3QU3KM3IYWHIF,4
"(169, 2)",A2UFD1I8ZO1V4G,2
"(169, 2)",A31RKV21MUC3R0,-2
"(169, 2)",A1BS484S0O76YT,1
"(169, 2)",A1S291KFXPM33J,3
"(839, 5)",A14NJ0E25UM25Q,-4
"(839, 5)",A1AI8MC07M7UBZ,2
"(839, 5)",A2FDXVWVI05XA4,-3
"(839, 5)",A3C9A382KUWMS0,0
"(839, 5)",AMID7O126S33V,-2
"(839, 5)",A14NJ0E25UM25Q,0
"(1184, 2)",A3P7AOM9X9ZQ33,3
"(1184, 2)",AR7TQDJ59O2KZ,2
"(1184, 2)",AMID7O126S33V,1
"(1184, 2)",A14NJ0E25UM25Q,-1
"(1184, 2)",A209T4ZL3NKV8H,5
"(1304, 0)",AV8SVCVP9V5BK,4
"(1304, 0)",A7ZOVHE48L7RS,-1
"(1304, 0)",ACVEFRSUAPSEQ,0
"(1304, 0)",A31RKV21MUC3R0,-2
"(1304, 0)",A3E157ZN8XPUKJ,5
"(1304, 0)",A2MWAXV1YRK5GH,2
"(373, 4)",AA7LA8WQNABDT,5
"(373, 4)",A1BADZXRMPSPDC,4
"(373, 4)",A1UNUY95MSK393,5
"(373, 4)",A32LCM1ZARQLOG,5
"(373, 4)",A35C5YECEAV1ZN,3
"(302, 0)",A3FM3KWYVBBZ15,0
"(302, 0)",A6Y7BLDK90Q19,-2
"(302, 0)",ALE5RDP8XZL3,0
"(302, 0)",A3DSRQ5CBK6G3U,0
"(302, 0)",AP1HCIYDB0OTX,-2
"(302, 0)",AMID7O126S33V,-2
"(1388, 0)",A2HUSOVMMRJNNX,-4
"(1388, 0)",A7ZOVHE48L7RS,-2
"(1388, 0)",A14NJ0E25UM25Q,0
"(1388, 0)",A36CP7G5OZY030,4
"(1388, 0)",AMID7O126S33V,-1
"(1388, 0)",A36JZTUKQVV5S5,0
"(666, 1)",A2MWAXV1YRK5GH,-4
"(666, 1)",A1RF70DSVAZVI6,0
"(1366, 4)",A3L6PFU6DOR8AY,-1
"(1366, 4)",A36CP7G5OZY030,5
"(1366, 4)",A2Q3ZPCNE2EOAO,-5
"(1366, 4)",A14NJ0E25UM25Q,0
"(1366, 4)",A209T4ZL3NKV8H,0
"(1182, 2)",A2O9ZPGNNBSH00,3
"(1182, 2)",A3L6PFU6DOR8AY,3
"(1182, 2)",AHOU3VA400IOT,-3
"(1182, 2)",AP1HCIYDB0OTX,3
"(1182, 2)",A7X7G33CQJ1PP,0
"(28, 1)",A32LCM1ZARQLOG,0
"(28, 1)",A1U00BDONXG17C,-5
"(28, 1)",A14NJ0E25UM25Q,0
"(28, 1)",AMID7O126S33V,-3
"(28, 1)",A36JZTUKQVV5S5,-1
"(28, 1)",A3P7PPQA3EU1H3,0
"(815, 0)",A1UDQV4PUFYPKN,2
"(815, 0)",A1ED0UM8C63QX5,4
"(815, 0)",ADN76VWLV3O5S,0
"(815, 0)",A1AI8MC07M7UBZ,-3
"(815, 0)",AMID7O126S33V,3
"(815, 0)",A14NJ0E25UM25Q,0
"(1028, 6)",A2UVWBMB5V045G,-3
"(1028, 6)",A1OICNXB30F29F,0
"(1028, 6)",AMID7O126S33V,-2
"(1028, 6)",A14NJ0E25UM25Q,0
"(1028, 6)",A36CP7G5OZY030,5
"(1028, 6)",A36JZTUKQVV5S5,3
"(130, 4)",AR7TQDJ59O2KZ,-4
"(130, 4)",A1BG4Z8AANP95N,-4
"(130, 4)",A3DSRQ5CBK6G3U,0
"(130, 4)",A3C9A382KUWMS0,-2
"(130, 4)",A32LCM1ZARQLOG,-2
"(130, 4)",A3AH8UT0TCYMUG,-3
"(661, 0)",AKJ22H1NTVIQX,-3
"(661, 0)",A20HS06RD1TVTX,5
"(661, 0)",A2Q3ZPCNE2EOAO,5
"(661, 0)",A3P7PPQA3EU1H3,-1
"(661, 0)",A2Z2CVOBYA74B0,5
"(593, 5)",A1BG4Z8AANP95N,-2
"(593, 5)",A3C9A382KUWMS0,4
"(593, 5)",A1B2KIB7DPC2PR,-3
"(593, 5)",A14NJ0E25UM25Q,0
"(593, 5)",A3QU3KM3IYWHIF,0
"(1403, 6)",AV8SVCVP9V5BK,2
"(1403, 6)",AP1HCIYDB0OTX,1
"(1403, 6)",A31O7P7Z650N7B,-3
"(1403, 6)",A1RF70DSVAZVI6,0
"(1403, 6)",A1PDWH50JFF6ZN,-5
"(1403, 6)",A25GWQ4INS1XYB,4
"(1403, 6)",AE7HUJETMTTTS,-2
"(365, 2)",A2FZM7ZDCLPMCF,1
"(365, 2)",A6Y7BLDK90Q19,-2
"(365, 2)",AMID7O126S33V,0
"(365, 2)",A3R5CALO6EH0ZR,0
"(365, 2)",A2Q3ZPCNE2EOAO,-5
"(365, 2)",A17IWKV4G3N25X,-3
"(880, 2)",AFDLE79DCTIPP,0
"(880, 2)",A3P7PPQA3EU1H3,-2
"(880, 2)",A14NJ0E25UM25Q,-3
"(880, 2)",A2O9ZPGNNBSH00,-2
"(880, 2)",A362PABK3WMG1Z,-5
"(677, 3)",A31RKV21MUC3R0,-2
"(677, 3)",A1BS484S0O76YT,-2
"(677, 3)",A3F0OII70LQX09,-3
"(677, 3)",A1KEURR4Z7DXX,-5
"(677, 3)",A3E157ZN8XPUKJ,-5
"(677, 3)",A2W6ZCUCWZO92C,-4
"(677, 3)",A2J9ORT1T1HO48,-3
"(177, 3)",A27DLL4E4JBOBA,-5
"(177, 3)",A6QG9LM5WL0AQ,-5
"(177, 3)",A37XVHGR4ZSTSM,-5
"(177, 3)",A3R5CALO6EH0ZR,-5
"(177, 3)",AMID7O126S33V,-4
"(1328, 0)",A2Q3ZPCNE2EOAO,-2
"(1328, 0)",A14NJ0E25UM25Q,-2
"(1328, 0)",AMID7O126S33V,3
"(1328, 0)",A37XVHGR4ZSTSM,2
"(1328, 0)",A3C9A382KUWMS0,0
"(5, 4)",AIY8WQZDKMD5C,-3
"(5, 4)",A1UDQV4PUFYPKN,-1
"(5, 4)",AMID7O126S33V,-2
"(5, 4)",A37XVHGR4ZSTSM,-5
"(5, 4)",A14NJ0E25UM25Q,0
"(5, 4)",AKJ22H1NTVIQX,-1
"(607, 4)",A2N2VD7AZRVW0X,-5
"(607, 4)",A3R5CALO6EH0ZR,0
"(607, 4)",AMID7O126S33V,0
"(607, 4)",A36CP7G5OZY030,-5
"(607, 4)",AHOARZ6ADFC90,0
"(520, 0)",ACPUTK2MNMYHB,0
"(520, 0)",A3OTQF9XCTAS1A,1
"(520, 0)",AMID7O126S33V,-3
"(520, 0)",A3P7PPQA3EU1H3,-2
"(520, 0)",A17IWKV4G3N25X,2
"(520, 0)",A14NJ0E25UM25Q,0
"(705, 4)",A2FZM7ZDCLPMCF,0
"(705, 4)",A6QG9LM5WL0AQ,-2
"(705, 4)",A1JQS9AN8LEAKZ,-1
"(705, 4)",AMID7O126S33V,0
"(705, 4)",A37XVHGR4ZSTSM,0
"(1368, 6)",A32LCM1ZARQLOG,2
"(1368, 6)",A2M5JYZODXCQ0W,3
"(1368, 6)",AMID7O126S33V,-1
"(1368, 6)",A3C9A382KUWMS0,0
"(1368, 6)",A3R5CALO6EH0ZR,2
"(619, 6)",A2J70V9HYPYLE9,0
"(619, 6)",A1ED0UM8C63QX5,0
"(619, 6)",A37XVHGR4ZSTSM,-5
"(619, 6)",A3C9A382KUWMS0,-5
"(619, 6)",AMID7O126S33V,-2
"(619, 6)",AP1HCIYDB0OTX,-1
"(286, 4)",A3R467YDQ1C8VG,4
"(286, 4)",A2G906KI3OW2JU,3
"(286, 4)",A1MXXMOT8PM158,-1
"(286, 4)",A6QG9LM5WL0AQ,4
"(286, 4)",A3R5CALO6EH0ZR,4
"(959, 5)",A7ZOVHE48L7RS,-2
"(959, 5)",A27D3956262F85,-5
"(959, 5)",A2MR259UZRESDS,5
"(959, 5)",A2WNW8A4MOR7T7,0
"(959, 5)",AC8BGOG45QWA2,-4
"(1008, 0)",A3L6PFU6DOR8AY,1
"(1008, 0)",A3P7PPQA3EU1H3,0
"(1008, 0)",A3QU3KM3IYWHIF,-3
"(1008, 0)",A14NJ0E25UM25Q,0
"(1008, 0)",A36CP7G5OZY030,-5
"(937, 4)",AFDLE79DCTIPP,0
"(937, 4)",A3R5CALO6EH0ZR,0
"(937, 4)",A1B2KIB7DPC2PR,-1
"(937, 4)",A2FDXVWVI05XA4,0
"(937, 4)",AMID7O126S33V,-1
"(620, 4)",A2UGL4TU043GSA,0
"(620, 4)",A2Q3ZPCNE2EOAO,0
"(620, 4)",A2WNW8A4MOR7T7,1
"(620, 4)",AMID7O126S33V,2
"(620, 4)",A2PE5UDQ5WG2R0,5
"(83, 3)",AFDLE79DCTIPP,0
"(83, 3)",A3H5Z4JEVFW7N,0
"(83, 3)",AMID7O126S33V,0
"(83, 3)",A7X7G33CQJ1PP,0
"(83, 3)",A20HS06RD1TVTX,0
"(83, 3)",A37XVHGR4ZSTSM,1
"(1302, 2)",A2VWJTNC4OKNI7,2
"(1302, 2)",A2LV5QYHH24OMY,0
"(1302, 2)",A1RF70DSVAZVI6,4
"(1302, 2)",A2PE5UDQ5WG2R0,3
"(1302, 2)",A11N0G6YUGEU5L,5
"(1046, 1)",A2GG12OU3AO26N,-2
"(1046, 1)",AMID7O126S33V,-2
"(1046, 1)",A2PE5UDQ5WG2R0,-3
"(1046, 1)",A14NJ0E25UM25Q,0
"(1046, 1)",A3QU3KM3IYWHIF,-5
"(265, 5)",A32LCM1ZARQLOG,3
"(265, 5)",A24L39U14B2FUT,5
"(265, 5)",A3P7PPQA3EU1H3,1
"(265, 5)",AMID7O126S33V,-1
"(265, 5)",A6Y7BLDK90Q19,-1
"(265, 5)",A2Z2CVOBYA74B0,0
"(503, 2)",AR7TQDJ59O2KZ,2
"(503, 2)",A12AICIWGAEUPU,0
"(503, 2)",A3C9A382KUWMS0,5
"(503, 2)",A37XVHGR4ZSTSM,-4
"(503, 2)",A14NJ0E25UM25Q,0
"(503, 2)",AMID7O126S33V,0
"(938, 6)",A2FZM7ZDCLPMCF,1
"(938, 6)",AMID7O126S33V,4
"(938, 6)",A20HS06RD1TVTX,5
"(938, 6)",A3QU3KM3IYWHIF,5
"(938, 6)",A14NJ0E25UM25Q,0
"(435, 0)",A1OHVQTMNLRU63,5
"(435, 0)",A2Q3ZPCNE2EOAO,0
"(435, 0)",A3C9A382KUWMS0,0
"(435, 0)",AMID7O126S33V,-1
"(435, 0)",A87AUVH3QNOB1,-1
"(682, 3)",A3NOYY9P7P7JTJ,4
"(682, 3)",A3R5CALO6EH0ZR,3
"(682, 3)",A3P7PPQA3EU1H3,2
"(682, 3)",A7X7G33CQJ1PP,5
"(682, 3)",A37XVHGR4ZSTSM,1
"(250, 1)",A16ZW54ODSFRQD,5
"(250, 1)",A3OZ3M6SRO2QNO,0
"(250, 1)",A2FZM7ZDCLPMCF,1
"(250, 1)",AMID7O126S33V,-2
"(250, 1)",A2MWAXV1YRK5GH,-2
"(13, 5)",AMG43023KU081,-3
"(13, 5)",A2FZM7ZDCLPMCF,1
"(13, 5)",A36JZTUKQVV5S5,3
"(13, 5)",A2FDXVWVI05XA4,-3
"(13, 5)",AMID7O126S33V,0
"(13, 5)",A1B2KIB7DPC2PR,2
"(164, 6)",A5379LUINT3PC,4
"(164, 6)",AMID7O126S33V,-2
"(164, 6)",A3R9QA29UA5FWV,0
"(164, 6)",A17IWKV4G3N25X,-2
"(164, 6)",A14NJ0E25UM25Q,0
"(615, 5)",A3S0NNL81WJSEH,-3
"(615, 5)",AMID7O126S33V,-2
"(615, 5)",A14NJ0E25UM25Q,-2
"(615, 5)",AP1HCIYDB0OTX,0
"(615, 5)",A37XVHGR4ZSTSM,2
"(1352, 0)",A1B2KIB7DPC2PR,4
"(1352, 0)",AV8SVCVP9V5BK,3
"(1352, 0)",A8476X9G2F3OK,-4
"(78, 0)",AHSX5RYGJXD61,0
"(78, 0)",A3C9A382KUWMS0,0
"(78, 0)",A3OTQF9XCTAS1A,0
"(78, 0)",AR7TQDJ59O2KZ,2
"(78, 0)",A6Y7BLDK90Q19,0
"(698, 4)",A2LIF3EKY32IPA,-5
"(698, 4)",A2UVWBMB5V045G,-4
"(698, 4)",A2J70V9HYPYLE9,-5
"(698, 4)",A1ED0UM8C63QX5,-3
"(698, 4)",AMID7O126S33V,-3
"(698, 4)",A20HS06RD1TVTX,-5
"(849, 1)",AWGLY2Q18H4V4,0
"(849, 1)",AMID7O126S33V,-1
"(849, 1)",A3C9A382KUWMS0,0
"(849, 1)",A3R5CALO6EH0ZR,0
"(849, 1)",A1B2KIB7DPC2PR,3
"(1025, 6)",A14NJ0E25UM25Q,0
"(1025, 6)",ADN76VWLV3O5S,5
"(1025, 6)",A3P7PPQA3EU1H3,0
"(1025, 6)",A14NJ0E25UM25Q,0
"(1025, 6)",A1B2KIB7DPC2PR,1
"(1025, 6)",A3F0OII70LQX09,0
"(1096, 5)",A18JQFU6QCTI6G,-4
"(1096, 5)",AMID7O126S33V,-2
"(1096, 5)",A3R5CALO6EH0ZR,-5
